,No,age,bmi,children,charges,region_IDN,region_northeast,region_northwest,region_southeast,region_southwest,sex_IDN,sex_female,sex_male,smoker_IDN,smoker_no,smoker_yes
627,627,33.0,42.46,1.0,11326.71487,0,0,0,1,0,0,0,1,0,1,0
628,628,58.0,38.0,0.0,11365.952,0,0,0,0,1,0,0,1,0,1,0
629,629,44.0,38.95,0.0,42983.4585,0,0,1,0,0,0,1,0,0,0,1
630,630,53.0,36.1,1.0,10085.846,0,0,0,0,1,0,0,1,0,1,0
631,631,24.0,29.3,0.0,1977.815,1,0,0,0,0,0,0,1,0,1,0
632,632,29.0,35.53,0.0,3366.6697,0,0,0,1,0,0,1,0,0,1,0
633,633,40.0,22.705,2.0,7173.35995,0,1,0,0,0,0,0,1,0,1,0
634,634,51.0,39.7,1.0,9391.346,0,0,0,0,1,0,0,1,0,1,0
635,635,64.0,38.19,0.0,14410.9321,0,1,0,0,0,0,0,1,0,1,0
636,636,19.0,24.51,1.0,2709.1119,0,0,1,0,0,0,1,0,0,1,0
637,637,35.0,38.095,2.0,24915.04626,0,1,0,0,0,0,1,0,0,1,0
638,638,39.0,26.41,0.0,20149.3229,0,1,0,0,0,0,0,1,0,0,1
639,639,56.0,33.66,4.0,12949.1554,0,0,0,1,0,0,0,1,0,1,0
640,640,33.0,42.4,5.0,6666.243,0,0,0,0,1,0,0,1,0,1,0
641,641,42.0,28.31,3.0,32787.458589999995,0,0,1,0,0,0,0,1,0,0,1
642,642,61.0,33.915,0.0,13143.86485,0,1,0,0,0,0,0,1,0,1,0
643,643,23.0,34.96,3.0,4466.6214,0,0,1,0,0,0,1,0,0,1,0
644,644,43.0,35.31,2.0,18806.14547,0,0,0,1,0,0,0,1,0,1,0
645,645,48.0,30.78,3.0,10141.1362,0,1,0,0,0,0,0,1,0,1,0
646,646,39.0,26.22,1.0,6123.5688,0,0,1,0,0,0,0,1,0,1,0
647,647,40.0,23.37,3.0,8252.2843,0,1,0,0,0,0,1,0,0,1,0
648,648,18.0,28.5,0.0,1712.227,0,1,0,0,0,0,0,1,0,1,0
649,649,58.0,32.965,0.0,12430.95335,0,1,0,0,0,0,1,0,0,1,0
650,650,49.0,42.68,2.0,9800.8882,1,0,0,0,0,0,1,0,0,1,0
651,651,53.0,39.6,1.0,10579.711,0,0,0,1,0,0,1,0,0,1,0
652,652,48.0,31.13,0.0,8280.6227,1,0,0,0,0,0,1,0,0,1,0
653,653,45.0,36.3,2.0,8527.532,0,0,0,1,0,0,1,0,0,1,0
654,654,59.0,35.2,0.0,12244.531,0,0,0,1,0,0,1,0,0,1,0
655,655,52.0,25.3,2.0,24667.419,0,0,0,1,0,1,0,0,0,0,1
656,656,26.0,42.4,1.0,3410.324,0,0,0,0,1,0,1,0,1,0,0
657,657,27.0,33.155,2.0,4058.71245,0,0,1,0,0,0,0,1,0,1,0
658,658,48.0,35.91,0.0,26392.26029,0,1,0,0,0,0,1,0,0,1,0
659,659,57.0,28.785,4.0,14394.39815,0,1,0,0,0,0,1,0,0,1,0
660,660,37.0,46.53,3.0,6435.6237,0,0,0,1,0,0,0,1,0,1,0
661,661,57.0,23.98,1.0,22192.43711,0,0,0,1,0,0,1,0,0,1,0
662,662,32.0,30.631379032258067,1.0,5148.5526,0,1,0,0,0,0,1,0,0,1,0
663,663,18.0,30.631379032258067,0.0,1136.3994,0,0,0,1,0,0,0,1,0,1,0
664,664,64.0,22.99,0.0,27037.9141,0,0,0,1,0,0,1,0,0,0,1
665,665,43.0,38.06,2.0,42560.4304,0,0,0,1,0,0,0,1,1,0,0
666,666,49.0,28.7,1.0,8703.456,0,0,0,0,1,0,0,1,0,1,0
667,667,40.0,32.775,2.0,40003.33225,0,0,1,0,0,0,1,0,0,0,1
668,668,62.0,30.631379032258067,0.0,45710.20785,0,1,0,0,0,0,0,1,0,0,1
669,669,40.0,30.631379032258067,1.0,6500.2359,0,0,0,1,0,0,1,0,0,1,0
670,670,30.0,31.57,3.0,4837.5823,0,0,0,1,0,0,0,1,0,1,0
671,671,29.0,31.16,0.0,3943.5954,0,1,0,0,0,0,1,0,0,1,0
672,672,36.0,29.7,0.0,4399.731,0,0,0,1,0,0,0,1,0,1,0
673,673,41.0,31.02,0.0,6185.3208,0,0,0,1,0,0,1,0,0,1,0
674,674,44.0,30.631379032258067,2.0,46200.9851,0,0,0,1,0,0,1,0,0,0,1
675,675,45.0,21.375,0.0,7222.78625,0,0,1,0,0,0,0,1,0,1,0
676,676,55.0,40.81,3.0,12485.8009,0,0,0,1,0,0,1,0,0,1,0
677,677,60.0,31.35,3.0,46130.5265,0,0,1,0,0,1,0,0,0,0,1
678,678,56.0,30.631379032258067,3.0,12363.547,0,0,0,0,1,1,0,0,0,1,0
679,679,49.0,23.18,2.0,10156.7832,0,0,1,0,0,0,1,0,0,1,0
680,680,21.0,17.4,1.0,2585.269,0,0,0,0,1,0,1,0,0,1,0
681,681,19.0,20.3,0.0,1242.26,0,0,0,0,1,0,0,1,0,1,0
682,682,39.0,35.3,2.0,40103.89,1,0,0,0,0,0,0,1,0,0,1
683,683,53.0,24.32,0.0,9863.4718,0,0,1,0,0,0,0,1,0,1,0
684,684,33.0,18.5,1.0,4766.022,0,0,0,0,1,0,1,0,0,1,0
685,685,53.0,26.41,2.0,11244.3769,0,1,0,0,0,1,0,0,0,1,0
686,686,42.0,26.125,2.0,7729.64575,0,1,0,0,0,0,0,1,0,1,0
687,687,40.0,41.69,0.0,5438.7491,0,0,0,1,0,0,0,1,0,1,0
688,688,47.0,24.1,1.0,13311.265686102104,0,0,0,0,1,0,1,0,0,1,0
689,689,27.0,31.13,0.0,34806.4677,0,0,0,1,0,0,0,1,0,0,1
690,690,21.0,27.36,0.0,2104.1134,0,1,0,0,0,0,0,1,0,1,0
691,691,47.0,36.2,1.0,8068.185,0,0,0,0,1,0,0,1,0,1,0
692,692,20.0,32.395,1.0,2362.22905,0,0,1,0,0,0,0,1,0,1,0
693,693,24.0,23.655,0.0,2352.96845,0,0,1,0,0,0,0,1,0,1,0
694,694,27.0,34.8,1.0,3577.9990000000003,0,0,0,0,1,0,1,0,0,1,0
695,695,26.0,40.185,0.0,13311.265686102104,0,0,1,0,0,0,1,0,0,1,0
696,696,53.0,32.3,2.0,29186.48236,0,1,0,0,0,0,1,0,0,1,0
697,697,41.0,35.75,1.0,40273.6455,0,0,0,1,0,0,0,1,0,0,1
698,698,39.0,30.631379032258067,0.0,10976.24575,0,0,1,0,0,0,0,1,0,1,0
699,699,23.0,39.27,2.0,3500.6123,0,0,0,1,0,0,1,0,0,1,0
700,700,21.0,34.87,0.0,2020.5523,0,0,0,1,0,0,1,0,0,1,0
701,701,50.0,44.745,0.0,9541.69555,0,1,0,0,0,0,1,0,0,1,0
702,702,53.0,41.47,0.0,9504.3103,0,0,0,1,0,0,0,1,0,1,0
703,703,34.0,26.41,1.0,5385.3379,0,0,1,0,0,0,1,0,0,1,0
704,704,47.0,29.545,1.0,8930.93455,0,0,1,0,0,1,0,0,0,1,0
705,705,33.0,32.9,0.0,5375.0380000000005,1,0,0,0,0,0,1,0,0,1,0
706,706,51.0,38.06,0.0,44400.4064,0,0,0,1,0,0,1,0,0,0,1
707,707,49.0,28.69,0.0,10264.4421,0,0,1,0,0,0,0,1,0,1,0
708,708,31.0,30.495,3.0,6113.23105,0,1,0,0,0,0,1,0,0,1,0
709,709,36.0,27.74,0.0,5469.0066,0,1,0,0,0,0,1,0,0,1,0
710,710,18.0,35.2,1.0,13311.265686102104,0,0,0,1,0,0,0,1,1,0,0
711,711,50.0,23.54,2.0,10107.2206,0,0,0,1,0,0,1,0,0,1,0
712,712,43.0,30.685,2.0,8310.83915,0,0,1,0,0,0,1,0,0,1,0
713,713,20.0,40.47,0.0,1984.4533,0,1,0,0,0,0,0,1,0,1,0
714,714,24.0,22.6,0.0,2457.502,0,0,0,0,1,1,0,0,1,0,0
715,715,60.0,28.9,0.0,12146.971,0,0,0,0,1,0,0,1,0,1,0
716,716,49.0,22.61,1.0,9566.9909,0,0,1,0,0,0,1,0,0,1,0
717,717,60.0,24.32,1.0,13112.6048,0,0,1,0,0,0,0,1,0,1,0
718,718,51.0,36.67,0.0,10848.1343,0,0,1,0,0,0,1,0,0,1,0
719,719,58.0,33.44,0.0,12231.6136,1,0,0,0,0,0,1,0,0,1,0
720,720,51.0,40.66,0.0,9875.6804,0,1,0,0,0,0,1,0,0,1,0
721,721,39.0,36.6,3.0,11264.541,0,0,0,0,1,0,0,1,0,1,0
722,722,62.0,37.4,0.0,12979.358,0,0,0,0,1,0,0,1,0,1,0
723,723,19.0,35.4,0.0,1263.249,0,0,0,0,1,0,0,1,0,1,0
724,724,50.0,27.075,1.0,10106.13425,0,1,0,0,0,1,0,0,0,1,0
725,725,30.0,39.05,3.0,13311.265686102104,1,0,0,0,0,0,1,0,0,0,1
726,726,41.0,30.631379032258067,1.0,6664.68595,0,0,1,0,0,0,0,1,0,1,0
727,727,29.0,21.755,1.0,16657.71745,0,1,0,0,0,0,1,0,0,0,1
728,728,18.0,40.28,0.0,2217.6012,0,1,0,0,0,0,1,0,0,1,0
729,729,41.0,36.08,1.0,6781.3542,0,0,0,1,0,0,1,0,0,1,0
730,730,35.0,24.42,3.0,19361.9988,1,0,0,0,0,0,0,1,1,0,0
731,731,53.0,21.4,1.0,10065.413,0,0,0,0,1,0,0,1,0,1,0
732,732,24.0,30.1,3.0,4234.927,0,0,0,0,1,0,1,0,0,1,0
733,733,48.0,27.265,1.0,9447.25035,0,1,0,0,0,0,1,0,0,1,0
734,734,59.0,32.1,3.0,14007.222,0,0,0,0,1,0,1,0,0,1,0
735,735,49.0,30.631379032258067,1.0,9583.8933,0,0,1,0,0,0,1,0,0,1,0
736,736,37.0,38.39,0.0,40419.0191,0,0,0,1,0,0,1,0,0,0,1
737,737,26.0,23.7,2.0,3484.331,0,0,0,0,1,0,0,1,0,1,0
738,738,23.0,31.73,3.0,36189.1017,0,1,0,0,0,0,0,1,0,0,1
739,739,29.0,35.5,2.0,44585.45587,0,0,0,0,1,0,0,1,0,0,1
740,740,45.0,24.035,2.0,8604.48365,0,1,0,0,0,0,0,1,0,1,0
741,741,27.0,29.15,0.0,18246.4955,0,0,0,1,0,0,0,1,0,0,1
742,742,53.0,34.105,0.0,43254.41795,0,1,0,0,0,0,0,1,0,0,1
743,743,31.0,26.62,0.0,3757.8448,0,0,0,1,0,0,1,0,0,1,0
744,744,50.0,26.41,0.0,8827.2099,0,0,1,0,0,0,0,1,0,1,0
745,745,50.0,30.115,1.0,13311.265686102104,0,0,1,0,0,0,1,0,0,1,0
746,746,34.0,27.0,2.0,11737.84884,1,0,0,0,0,0,0,1,0,1,0
747,747,19.0,21.755,0.0,1627.28245,0,0,1,0,0,0,0,1,0,1,0
748,748,47.0,36.0,1.0,8556.907,0,0,0,0,1,0,1,0,0,1,0
749,749,28.0,30.875,0.0,3062.50825,0,0,1,0,0,0,0,1,0,1,0
750,750,37.0,26.4,0.0,19539.243,0,0,0,1,0,0,1,0,0,0,1
751,751,21.0,28.975,0.0,1906.35825,0,0,1,0,0,0,0,1,0,1,0
752,752,39.0,37.905,0.0,14210.53595,0,0,1,0,0,0,0,1,0,1,0
753,753,58.0,22.77,0.0,11833.7823,0,0,0,1,0,1,0,0,0,1,0
754,754,24.0,33.63,4.0,17128.42608,0,1,0,0,0,0,0,1,0,1,0
755,755,31.0,27.645,2.0,5031.26955,0,1,0,0,0,0,0,1,0,1,0
756,756,39.0,22.8,3.0,7985.815,0,1,0,0,0,0,1,0,0,1,0
757,757,47.0,27.83,0.0,23065.4207,0,0,0,1,0,0,1,0,0,0,1
758,758,30.0,37.43,3.0,5428.7277,0,1,0,0,0,0,0,1,0,1,0
759,759,18.0,38.17,0.0,36307.7983,0,0,0,1,0,0,0,1,0,0,1
760,760,22.0,34.58,2.0,3925.7582,0,1,0,0,0,0,1,0,0,1,0
761,761,39.0,35.2,1.0,2416.955,0,0,0,0,1,0,0,1,0,1,0
762,762,33.0,27.1,1.0,19040.876,0,0,0,0,1,0,0,1,0,0,1
763,763,27.0,26.03,0.0,3070.8087,0,1,0,0,0,0,0,1,0,1,0
764,764,45.0,25.175,0.0,9095.06825,1,0,0,0,0,0,1,0,0,1,0
765,765,57.0,31.825,0.0,11842.62375,0,0,1,0,0,0,1,0,0,1,0
766,766,39.0,32.3,1.0,8062.764,0,0,0,0,1,0,0,1,0,1,0
767,767,42.0,29.0,1.0,7050.642,0,0,0,0,1,0,1,0,0,1,0
768,768,64.0,39.7,0.0,14319.031,0,0,0,0,1,0,1,0,0,1,0
769,769,38.0,19.475,2.0,6933.24225,0,0,1,0,0,0,1,0,0,1,0
770,770,61.0,36.1,3.0,27941.28758,0,0,0,0,1,0,0,1,0,1,0
771,771,53.0,26.7,2.0,11150.78,0,0,0,0,1,1,0,0,0,1,0
772,772,44.0,36.48,0.0,12797.20962,1,0,0,0,0,0,1,0,0,1,0
773,773,19.0,28.88,0.0,17748.5062,0,0,1,0,0,0,1,0,0,0,1
774,774,41.0,34.2,2.0,7261.741,0,0,1,0,0,0,0,1,0,1,0
775,775,51.0,33.33,3.0,10560.4917,0,0,0,1,0,0,0,1,0,1,0
776,776,40.0,32.3,2.0,6986.696999999999,0,0,1,0,0,1,0,0,0,1,0
777,777,45.0,39.805,0.0,7448.40395,0,1,0,0,0,0,0,1,0,1,0
778,778,35.0,34.32,3.0,5934.3798,0,0,0,1,0,0,0,1,0,1,0
779,779,53.0,28.88,0.0,9869.8102,0,0,1,0,0,0,0,1,0,1,0
780,780,30.0,24.4,3.0,18259.216,0,0,0,0,1,0,0,1,0,0,1
781,781,18.0,41.14,0.0,13311.265686102104,0,0,0,1,0,0,0,1,0,1,0
782,782,51.0,35.97,1.0,9386.1613,0,0,0,1,0,0,0,1,0,1,0
783,783,50.0,27.6,1.0,24520.264,0,0,0,0,1,0,1,0,0,0,1
784,784,31.0,29.26,1.0,4350.5144,0,0,0,1,0,0,1,0,0,1,0
785,785,35.0,27.7,3.0,6414.178000000001,0,0,0,0,1,0,1,0,0,1,0
786,786,60.0,30.631379032258067,0.0,12741.16745,0,1,0,0,0,0,0,1,0,1,0
787,787,21.0,36.86,0.0,1917.3184,0,0,1,0,0,0,0,1,0,1,0
788,788,29.0,22.515,3.0,5209.57885,0,1,0,0,0,0,0,1,0,1,0
789,789,62.0,29.92,0.0,13457.9608,0,0,0,1,0,0,1,0,0,1,0
790,790,39.0,41.8,0.0,5662.225,0,0,0,1,0,0,1,0,0,1,0
791,791,19.0,27.6,0.0,1252.407,1,0,0,0,0,0,0,1,0,1,0
792,792,22.0,23.18,0.0,2731.9122,0,1,0,0,0,0,1,0,0,1,0
793,793,53.0,20.9,0.0,21195.818,0,0,0,1,0,0,0,1,0,0,1
794,794,39.0,31.92,2.0,7209.4918,0,0,1,0,0,0,1,0,0,1,0
795,795,27.0,30.631379032258067,0.0,18310.742,0,0,1,0,0,0,0,1,0,0,1
796,796,30.0,44.22,2.0,4266.1658,0,0,0,1,0,0,0,1,0,1,0
797,797,30.0,22.895,1.0,4719.52405,0,1,0,0,0,0,1,0,0,1,0
798,798,58.0,33.1,0.0,11848.141,0,0,0,0,1,0,1,0,0,1,0
799,799,33.0,30.631379032258067,0.0,17904.52705,0,1,0,0,0,0,0,1,0,0,1
800,800,42.0,30.631379032258067,1.0,7046.7222,1,0,0,0,0,0,1,0,0,1,0
801,801,64.0,35.97,0.0,14313.8463,0,0,0,1,0,0,1,0,0,1,0
802,802,21.0,22.3,1.0,2103.08,1,0,0,0,0,0,0,1,0,1,0
803,803,18.0,42.24,0.0,38792.6856,0,0,0,1,0,0,1,0,0,0,1
804,804,23.0,26.51,0.0,1815.8759,0,0,0,1,0,1,0,0,0,1,0
805,805,45.0,35.815,0.0,7731.85785,1,0,0,0,0,0,1,0,0,1,0
806,806,40.0,41.42,1.0,28476.73499,0,0,1,0,0,0,1,0,0,1,0
807,807,19.0,36.575,0.0,2136.88225,0,0,1,0,0,0,1,0,0,1,0
808,808,18.0,30.14,0.0,1131.5066,0,0,0,1,0,1,0,0,0,1,0
809,809,25.0,25.84,1.0,3309.7926,0,1,0,0,0,0,0,1,0,1,0
810,810,46.0,30.8,3.0,9414.92,0,0,0,0,1,0,1,0,0,1,0
811,811,33.0,42.94,3.0,6360.9936,0,0,1,0,0,0,1,0,0,1,0
812,812,54.0,21.01,2.0,11013.7119,0,0,0,1,0,0,0,1,0,1,0
813,813,28.0,22.515,2.0,4428.88785,0,1,0,0,0,0,0,1,0,1,0
814,814,36.0,34.43,2.0,5584.3057,0,0,0,1,0,0,0,1,1,0,0
815,815,20.0,31.46,0.0,1877.9294,0,0,0,1,0,0,1,0,0,1,0
816,816,24.0,24.225,0.0,2842.76075,0,0,1,0,0,0,1,0,0,1,0
817,817,23.0,37.1,3.0,3597.5959999999995,0,0,0,0,1,0,0,1,0,1,0
818,818,47.0,26.125,1.0,23401.30575,0,1,0,0,0,0,1,0,0,0,1
819,819,33.0,35.53,0.0,55135.40209,0,0,1,0,0,0,1,0,0,0,1
820,820,45.0,33.7,1.0,7445.918000000001,0,0,0,0,1,1,0,0,0,1,0
821,821,26.0,17.67,0.0,13311.265686102104,0,0,1,0,0,0,0,1,0,1,0
822,822,18.0,31.13,0.0,1621.8827,0,0,0,1,0,0,1,0,0,1,0
823,823,44.0,29.81,2.0,8219.2039,0,0,0,1,0,0,1,0,0,1,0
824,824,60.0,24.32,0.0,12523.6048,0,0,1,0,0,0,0,1,0,1,0
825,825,64.0,31.825,2.0,16069.08475,0,1,0,0,0,0,1,0,0,1,0
826,826,56.0,31.79,2.0,43813.8661,1,0,0,0,0,0,0,1,0,0,1
827,827,36.0,28.025,1.0,20773.62775,0,1,0,0,0,0,0,1,0,0,1
828,828,41.0,30.631379032258067,3.0,39597.4072,0,1,0,0,0,1,0,0,1,0,0
829,829,39.0,21.85,1.0,6117.4945,0,0,1,0,0,0,0,1,0,1,0
830,830,63.0,33.1,0.0,13393.756,0,0,0,0,1,0,0,1,0,1,0
831,831,36.0,25.84,0.0,5266.3656,0,0,1,0,0,0,1,0,0,1,0
832,832,28.0,23.845,2.0,4719.73655,0,0,1,0,0,0,1,0,0,1,0
833,833,58.0,34.39,0.0,11743.9341,1,0,0,0,0,0,0,1,0,1,0
834,834,36.0,33.82,1.0,5377.4578,1,0,0,0,0,0,0,1,0,1,0
835,835,42.0,35.97,0.0,7160.3303,0,0,0,1,0,0,0,1,0,1,0
836,836,39.0,30.631379032258067,0.0,4402.233,1,0,0,0,0,1,0,0,0,1,0
837,837,56.0,28.31,0.0,11657.7189,0,1,0,0,0,0,1,0,0,1,0
838,838,35.0,23.465,2.0,6402.29135,0,1,0,0,0,0,1,0,0,1,0
839,839,59.0,31.35,0.0,12622.1795,0,0,1,0,0,0,1,0,0,1,0
840,840,21.0,31.1,0.0,1526.312,1,0,0,0,0,0,0,1,0,1,0
841,841,59.0,24.7,0.0,12323.936000000002,0,1,0,0,0,0,0,1,0,1,0
842,842,23.0,32.78,2.0,36021.0112,0,0,0,1,0,0,1,0,0,0,1
843,843,57.0,29.81,0.0,27533.9129,0,0,0,1,0,0,1,0,0,0,1
844,844,53.0,30.495,0.0,10072.05505,0,1,0,0,0,0,0,1,0,1,0
845,845,60.0,32.45,0.0,45008.9555,0,0,0,1,0,0,1,0,0,0,1
846,846,51.0,34.2,1.0,9872.701,0,0,0,0,1,0,1,0,0,1,0
847,847,23.0,50.38,1.0,2438.0552,0,0,0,1,0,0,0,1,0,1,0
848,848,27.0,24.1,0.0,2974.126,1,0,0,0,0,0,1,0,0,1,0
849,849,55.0,32.775,0.0,10601.63225,0,0,1,0,0,0,0,1,0,1,0
850,850,37.0,30.78,0.0,37270.1512,0,1,0,0,0,0,1,0,0,0,1
851,851,61.0,30.631379032258067,2.0,14119.62,0,0,1,0,0,0,0,1,0,1,0
852,852,46.0,35.53,0.0,42111.6647,0,1,0,0,0,0,1,0,0,0,1
853,853,53.0,23.75,2.0,11729.6795,0,1,0,0,0,0,1,0,0,1,0
854,854,49.0,23.845,3.0,13311.265686102104,0,1,0,0,0,0,1,0,0,0,1
855,855,20.0,30.631379032258067,0.0,1875.344,1,0,0,0,0,0,1,0,0,1,0
856,856,48.0,33.11,0.0,40974.1649,0,0,0,1,0,0,1,0,0,0,1
857,857,25.0,24.13,0.0,15817.9857,0,0,1,0,0,0,0,1,0,0,1
858,858,25.0,32.23,1.0,18218.16139,0,0,0,1,0,0,1,0,0,1,0
859,859,57.0,28.1,0.0,10965.446000000002,0,0,0,0,1,0,0,1,0,1,0
860,860,37.0,47.6,2.0,46113.511,0,0,0,0,1,0,1,0,1,0,0
861,861,38.0,28.0,3.0,7151.092,0,0,0,0,1,1,0,0,0,1,0
862,862,55.0,33.535,2.0,12269.68865,1,0,0,0,0,0,1,0,0,1,0
863,863,36.0,19.855,0.0,5458.04645,0,1,0,0,0,0,1,0,0,1,0
864,864,51.0,25.4,0.0,8782.469000000001,0,0,0,0,1,0,0,1,0,1,0
865,865,40.0,29.9,2.0,6600.361,0,0,0,0,1,0,0,1,0,1,0
866,866,18.0,37.29,0.0,1141.4451,0,0,0,1,0,0,0,1,0,1,0
867,867,57.0,43.7,1.0,11576.13,0,0,0,0,1,0,0,1,0,1,0
868,868,61.0,23.655,0.0,13129.60345,0,1,0,0,0,0,0,1,0,1,0
869,869,25.0,24.3,3.0,4391.652,1,0,0,0,0,0,1,0,0,1,0
870,870,50.0,36.2,0.0,8457.818000000001,0,0,0,0,1,0,0,1,0,1,0
871,871,26.0,29.48,1.0,3392.3652,0,0,0,1,0,0,1,0,0,1,0
872,872,39.0,24.86,0.0,5966.8874,0,0,0,1,0,0,0,1,0,1,0
873,873,39.0,30.1,1.0,6849.026,0,0,0,0,1,0,0,1,0,1,0
874,874,44.0,21.85,3.0,8891.1395,0,1,0,0,0,0,0,1,0,1,0
875,875,23.0,28.12,0.0,2690.1138,0,0,1,0,0,0,1,0,0,1,0
876,876,49.0,27.1,1.0,26140.3603,0,0,0,0,1,0,1,0,0,1,0
877,877,33.0,30.631379032258067,5.0,6653.7886,0,0,0,1,0,0,0,1,0,1,0
878,878,39.0,28.8,1.0,6282.235,0,0,0,0,1,0,0,1,0,1,0
879,879,37.0,29.5,2.0,6311.951999999999,0,0,0,0,1,0,1,0,0,1,0
880,880,22.0,30.631379032258067,3.0,3443.0640000000003,0,0,0,0,1,0,0,1,0,1,0
881,881,23.0,27.36,1.0,2789.0574,0,0,1,0,0,0,0,1,0,1,0
882,882,21.0,22.135,0.0,2585.85065,0,1,0,0,0,0,1,0,0,1,0
883,883,51.0,37.05,3.0,46255.1125,0,1,0,0,0,0,1,0,0,0,1
884,884,25.0,26.695,4.0,4877.98105,0,0,1,0,0,0,0,1,0,1,0
885,885,32.0,28.93,0.0,19719.6947,0,0,0,1,0,0,0,1,0,0,1
886,886,57.0,28.975,0.0,27218.43725,0,1,0,0,0,0,0,1,0,0,1
887,887,36.0,30.02,0.0,5272.1758,0,0,1,0,0,0,1,0,0,1,0
888,888,22.0,39.5,0.0,1682.5970000000002,0,0,0,0,1,0,0,1,0,1,0
889,889,57.0,33.63,1.0,11945.1327,0,0,1,0,0,0,0,1,0,1,0
890,890,64.0,26.885,0.0,29330.98315,0,0,1,0,0,0,1,0,0,0,1
891,891,36.0,29.04,4.0,7243.8136,0,0,0,1,0,0,1,0,0,1,0
892,892,54.0,24.035,0.0,10422.91665,0,1,0,0,0,0,0,1,0,1,0
893,893,47.0,30.631379032258067,2.0,44202.6536,1,0,0,0,0,0,0,1,0,0,1
894,894,62.0,32.11,0.0,13555.0049,0,1,0,0,0,0,0,1,1,0,0
895,895,61.0,30.631379032258067,0.0,13063.883,0,0,0,0,1,0,1,0,0,1,0
896,896,43.0,20.045,2.0,19798.05455,0,1,0,0,0,0,1,0,0,0,1
897,897,19.0,25.555,1.0,2221.56445,0,0,1,0,0,0,0,1,0,1,0
898,898,18.0,40.26,0.0,1634.5734,1,0,0,0,0,0,1,0,0,1,0
899,899,19.0,22.515,0.0,2117.33885,0,0,1,0,0,0,1,0,0,1,0
900,900,49.0,22.515,0.0,8688.85885,0,1,0,0,0,0,0,1,0,1,0
901,901,60.0,40.92,0.0,48673.5588,0,0,0,1,0,0,0,1,0,0,1
902,902,26.0,27.265,3.0,4661.28635,0,1,0,0,0,0,0,1,0,1,0
903,903,49.0,36.85,0.0,8125.7845,0,0,0,1,0,0,0,1,0,1,0
904,904,60.0,35.1,0.0,12644.589,0,0,0,0,1,0,1,0,0,1,0
905,905,26.0,29.355,2.0,4564.19145,0,1,0,0,0,0,1,0,0,1,0
906,906,27.0,32.585,3.0,4846.92015,0,1,0,0,0,0,0,1,0,1,0
907,907,44.0,32.34,1.0,7633.7206,0,0,0,1,0,0,1,0,0,1,0
908,908,63.0,39.8,3.0,15170.069,0,0,0,0,1,0,0,1,0,1,0
909,909,32.0,24.6,0.0,17496.306,0,0,0,0,1,0,1,0,0,0,1
910,910,22.0,28.31,1.0,2639.0429,0,0,1,0,0,0,0,1,0,1,0
911,911,18.0,31.73,0.0,33732.6867,0,1,0,0,0,0,0,1,0,0,1
912,912,59.0,26.695,3.0,14382.70905,0,0,1,0,0,0,1,0,0,1,0
913,913,44.0,27.5,1.0,7626.993,0,0,0,0,1,0,1,0,0,1,0
914,914,33.0,24.605,2.0,5257.50795,0,0,1,0,0,0,0,1,0,1,0
915,915,24.0,33.99,0.0,2473.3341,0,0,0,1,0,0,1,0,0,1,0
916,916,43.0,26.885,0.0,21774.32215,0,0,1,0,0,0,1,0,0,0,1
917,917,45.0,22.895,0.0,35069.37452,0,1,0,0,0,0,0,1,0,0,1
918,918,61.0,28.2,0.0,13041.921,0,0,0,0,1,0,1,0,0,1,0
919,919,35.0,34.21,1.0,5245.2269,0,0,0,1,0,0,1,0,0,1,0
920,920,62.0,25.0,0.0,13451.122,0,0,0,0,1,0,1,0,0,1,0
921,921,62.0,33.2,0.0,13462.52,0,0,0,0,1,0,1,0,0,1,0
922,922,38.0,31.0,1.0,5488.262,0,0,0,0,1,0,0,1,0,1,0
923,923,34.0,35.815,0.0,4320.41085,0,0,1,0,0,0,0,1,0,1,0
924,924,43.0,23.2,0.0,6250.435,0,0,0,0,1,0,0,1,0,1,0
925,925,50.0,30.631379032258067,2.0,25333.33284,0,1,0,0,0,0,0,1,0,1,0
926,926,19.0,23.4,2.0,2913.5690000000004,0,0,0,0,1,0,1,0,0,1,0
927,927,57.0,20.1,0.0,12032.326,0,0,0,0,1,0,1,0,0,1,0
928,928,62.0,39.16,0.0,13470.8044,0,0,0,1,0,0,1,0,0,1,0
929,929,41.0,34.21,1.0,6289.7549,0,0,0,1,0,0,0,1,0,1,0
930,930,26.0,46.53,1.0,2927.0647,0,0,0,1,0,0,0,1,0,1,0
931,931,39.0,32.5,1.0,6238.298000000001,0,0,0,0,1,0,1,0,0,1,0
932,932,46.0,25.8,5.0,10096.97,0,0,0,0,1,0,0,1,0,1,0
933,933,45.0,35.3,0.0,13311.265686102104,0,0,0,0,1,0,1,0,0,1,0
934,934,32.0,37.18,2.0,4673.3922,0,0,0,1,0,0,0,1,0,1,0
935,935,59.0,27.5,0.0,12233.828,0,0,0,0,1,0,1,0,0,1,0
936,936,44.0,29.735,2.0,32108.66282,0,1,0,0,0,0,0,1,0,1,0
937,937,39.0,24.225,5.0,8965.79575,0,0,1,0,0,0,1,0,1,0,0
938,938,18.0,26.18,2.0,2304.0022,0,0,0,1,0,0,0,1,0,1,0
939,939,53.0,30.631379032258067,0.0,9487.6442,0,0,0,1,0,0,0,1,0,1,0
940,940,18.0,23.21,0.0,1121.8739,1,0,0,0,0,0,0,1,0,1,0
