,Producto,Categoria,Precio_Unitario,Inventario_Disponible,Unidades_Vendidas,Marca,Oferta,Peso,Resolución,Conexión
4134,Mouse,Accesorios,971.4997975161409,17,2,MarcaB,True,1.733719520537723,N/A,USB
4135,Disco Duro,Almacenamiento,221.11647617228982,12,8,MarcaC,True,2.0566907190508363,1TB,SATA
4136,Impresora,Impresoras,1147.4114707858416,17,5,MarcaA,False,3.675775364763619,N/A,USB
4137,Router,Redes,620.5895362311389,40,10,MarcaB,False,3.1307825823974937,N/A,WiFi
4138,Cámara Web,Accesorios,1064.5727857086204,10,14,MarcaC,False,0.9206908849102078,720p,USB
4139,Auriculares,Audio,923.5519570527994,42,10,MarcaA,False,4.879321333277178,N/A,3.5mm
4140,Laptop,Computadoras,645.5502030562793,36,13,MarcaA,False,0.7220161533149831,Full HD,WiFi
4141,Tablet,Computadoras,374.9491472353401,25,14,MarcaB,False,0.8732280752674872,HD,WiFi
4142,Monitor,Monitores,322.7445669586252,48,3,MarcaC,False,3.656237219335102,4K,HDMI
4143,Teclado,Accesorios,1280.9738330458906,48,7,MarcaA,False,3.6860816274387043,N/A,USB
4144,Mouse,Accesorios,1393.9168047060255,11,4,MarcaB,True,0.5852098995204735,N/A,USB
4145,Disco Duro,Almacenamiento,1044.7244607935895,30,11,MarcaC,True,3.3923925475861907,1TB,SATA
4146,Impresora,Impresoras,334.46434931862836,19,11,MarcaA,False,0.649670066494054,N/A,USB
4147,Router,Redes,722.6353819547129,46,10,MarcaB,True,4.823464972505121,N/A,WiFi
4148,Cámara Web,Accesorios,1147.6209601367045,27,12,MarcaC,False,3.6326416722482096,720p,USB
4149,Auriculares,Audio,1213.7671492130885,42,6,MarcaA,True,1.3396014559442815,N/A,3.5mm
4150,Laptop,Computadoras,353.6842089784152,45,10,MarcaA,True,1.2114715467218857,Full HD,WiFi
4151,Tablet,Computadoras,200.03993449899713,19,8,MarcaB,False,3.0634803622418403,HD,WiFi
4152,Monitor,Monitores,1125.7781596447865,44,1,MarcaC,True,3.350834265364696,4K,HDMI
4153,Teclado,Accesorios,663.5750287820673,20,2,MarcaA,True,4.240569334422824,N/A,USB
4154,Mouse,Accesorios,530.8257311037383,36,14,MarcaB,True,4.564945171461027,N/A,USB
4155,Disco Duro,Almacenamiento,216.76671072638308,41,13,MarcaC,False,2.2664004982619295,1TB,SATA
4156,Impresora,Impresoras,902.3892287899496,22,8,MarcaA,True,4.298381790671703,N/A,USB
4157,Router,Redes,1306.4959560537764,24,7,MarcaB,True,2.9407101589253024,N/A,WiFi
4158,Cámara Web,Accesorios,1444.9211401543644,6,10,MarcaC,False,2.617619632709088,720p,USB
4159,Auriculares,Audio,935.468435797276,27,9,MarcaA,True,3.6453679072600456,N/A,3.5mm
4160,Laptop,Computadoras,868.7997260618624,34,2,MarcaA,True,0.9643773260509421,Full HD,WiFi
4161,Tablet,Computadoras,310.57330113601347,7,8,MarcaB,True,1.6942392757963065,HD,WiFi
4162,Monitor,Monitores,913.5346420053797,43,6,MarcaC,True,4.175432084351248,4K,HDMI
4163,Teclado,Accesorios,693.9728026550131,5,1,MarcaA,False,2.7683547725183404,N/A,USB
4164,Mouse,Accesorios,989.27586514865,45,4,MarcaB,False,4.586195464169423,N/A,USB
4165,Disco Duro,Almacenamiento,705.3442522395108,26,14,MarcaC,False,0.8991668024730989,1TB,SATA
4166,Impresora,Impresoras,512.3888604854767,33,2,MarcaA,True,1.9103576494102033,N/A,USB
4167,Router,Redes,323.4548577968894,18,7,MarcaB,False,2.099974517618165,N/A,WiFi
4168,Cámara Web,Accesorios,609.3939779655644,32,9,MarcaC,True,2.4022414522541933,720p,USB
4169,Auriculares,Audio,325.63828457407794,25,6,MarcaA,True,4.940690232039118,N/A,3.5mm
4170,Laptop,Computadoras,429.96603607117913,49,4,MarcaA,False,1.8979822133069075,Full HD,WiFi
4171,Tablet,Computadoras,1483.5370061534097,36,5,MarcaB,False,2.834071038344451,HD,WiFi
4172,Monitor,Monitores,777.3346239786042,10,11,MarcaC,False,2.912320957419508,4K,HDMI
4173,Teclado,Accesorios,891.4332964565215,5,1,MarcaA,True,3.9685907237331497,N/A,USB
4174,Mouse,Accesorios,1335.7040873583799,25,13,MarcaB,True,2.8304104733861353,N/A,USB
4175,Disco Duro,Almacenamiento,1494.239570637894,8,4,MarcaC,True,3.2258183027922978,1TB,SATA
4176,Impresora,Impresoras,957.528784148086,7,13,MarcaA,True,3.889976228424102,N/A,USB
4177,Router,Redes,1256.215967357423,34,10,MarcaB,False,0.9550940210597539,N/A,WiFi
4178,Cámara Web,Accesorios,625.0233316376779,35,3,MarcaC,False,4.8356245558623625,720p,USB
4179,Auriculares,Audio,597.4671446814784,38,9,MarcaA,True,4.308368792357516,N/A,3.5mm
4180,Laptop,Computadoras,723.5148372929283,23,6,MarcaA,True,2.249476761303981,Full HD,WiFi
4181,Tablet,Computadoras,1074.2594414757439,24,4,MarcaB,False,3.777879150831845,HD,WiFi
4182,Monitor,Monitores,1086.8491960316283,27,3,MarcaC,False,3.9304629698393603,4K,HDMI
4183,Teclado,Accesorios,609.8112650442861,44,12,MarcaA,True,4.326109022370456,N/A,USB
4184,Mouse,Accesorios,373.17290137761734,29,13,MarcaB,False,1.3474257131032346,N/A,USB
4185,Disco Duro,Almacenamiento,1022.1151334051611,19,4,MarcaC,True,3.6666623868971113,1TB,SATA
4186,Impresora,Impresoras,366.82362084539386,42,8,MarcaA,True,0.6500323873682763,N/A,USB
4187,Router,Redes,952.0402606981291,27,12,MarcaB,True,1.0201060582424661,N/A,WiFi
4188,Cámara Web,Accesorios,1101.4487664732017,6,5,MarcaC,True,3.9923013220947667,720p,USB
4189,Auriculares,Audio,1110.7949453127871,19,13,MarcaA,False,4.1585135174679175,N/A,3.5mm
4190,Laptop,Computadoras,1179.5137438574757,48,11,MarcaA,False,3.165964034560541,Full HD,WiFi
4191,Tablet,Computadoras,1334.7172480353638,39,1,MarcaB,True,3.1175868838275376,HD,WiFi
4192,Monitor,Monitores,849.9466895542249,14,5,MarcaC,True,3.8728014276556832,4K,HDMI
4193,Teclado,Accesorios,1149.3239463884424,18,8,MarcaA,True,4.577381699399157,N/A,USB
4194,Mouse,Accesorios,1004.9245559755877,31,11,MarcaB,True,2.395018268904334,N/A,USB
4195,Disco Duro,Almacenamiento,442.63192173698735,18,12,MarcaC,True,1.016695033733067,1TB,SATA
4196,Impresora,Impresoras,233.3965383302306,39,4,MarcaA,False,4.275497229922796,N/A,USB
4197,Router,Redes,569.9038013800139,37,14,MarcaB,True,2.0373986568683886,N/A,WiFi
4198,Cámara Web,Accesorios,775.9438182389052,5,2,MarcaC,False,1.1020359794476566,720p,USB
4199,Auriculares,Audio,1002.2377277572532,38,13,MarcaA,True,3.2657738006427413,N/A,3.5mm
4200,Laptop,Computadoras,1304.947129654167,23,3,MarcaA,True,3.1013776634526034,Full HD,WiFi
4201,Tablet,Computadoras,455.11943171801533,28,14,MarcaB,True,2.634107929260749,HD,WiFi
4202,Monitor,Monitores,363.2147268680202,46,11,MarcaC,True,4.3690875991122144,4K,HDMI
4203,Teclado,Accesorios,1452.5239317166258,8,9,MarcaA,False,1.7250162593151555,N/A,USB
4204,Mouse,Accesorios,340.4579271893292,40,14,MarcaB,False,0.5595586937797106,N/A,USB
4205,Disco Duro,Almacenamiento,822.0383911393459,17,7,MarcaC,False,1.9556092352399,1TB,SATA
4206,Impresora,Impresoras,961.2328474312924,36,3,MarcaA,True,0.5436768218095795,N/A,USB
4207,Router,Redes,903.7867471796698,13,5,MarcaB,False,2.9461604490357765,N/A,WiFi
4208,Cámara Web,Accesorios,311.84180414282616,43,3,MarcaC,True,2.202117317869316,720p,USB
4209,Auriculares,Audio,274.13498820470517,20,10,MarcaA,True,4.162742333856887,N/A,3.5mm
4210,Laptop,Computadoras,337.1284556993464,7,4,MarcaA,False,4.089134086208679,Full HD,WiFi
4211,Tablet,Computadoras,961.2639890343962,24,12,MarcaB,True,2.4558732198439865,HD,WiFi
4212,Monitor,Monitores,907.6483539246174,14,8,MarcaC,True,1.4741837311362036,4K,HDMI
4213,Teclado,Accesorios,503.8630296477675,26,14,MarcaA,False,2.400934396740337,N/A,USB
4214,Mouse,Accesorios,1029.106384399269,7,3,MarcaB,False,3.3859297964463315,N/A,USB
4215,Disco Duro,Almacenamiento,1266.087752672344,15,3,MarcaC,True,1.355926917078083,1TB,SATA
4216,Impresora,Impresoras,254.0526478005719,29,11,MarcaA,False,3.978709770066363,N/A,USB
4217,Router,Redes,847.5689266124551,46,11,MarcaB,False,1.9875209469587323,N/A,WiFi
4218,Cámara Web,Accesorios,1096.1035357334972,12,8,MarcaC,False,4.6947964771283415,720p,USB
4219,Auriculares,Audio,528.0055051905932,13,10,MarcaA,True,2.803417386235736,N/A,3.5mm
4220,Laptop,Computadoras,600.1021768810938,19,13,MarcaA,True,4.31206940358375,Full HD,WiFi
4221,Tablet,Computadoras,997.7292738861989,36,10,MarcaB,False,3.2715166113347114,HD,WiFi
4222,Monitor,Monitores,1367.315881476858,7,7,MarcaC,True,2.9957082970043194,4K,HDMI
4223,Teclado,Accesorios,1252.9017463937691,8,7,MarcaA,True,3.5695856006830056,N/A,USB
4224,Mouse,Accesorios,958.0692848294585,34,10,MarcaB,False,4.151710056684923,N/A,USB
4225,Disco Duro,Almacenamiento,1149.288233084424,17,2,MarcaC,False,3.400283769843813,1TB,SATA
4226,Impresora,Impresoras,674.2692112701383,48,12,MarcaA,False,4.08758309236266,N/A,USB
4227,Router,Redes,1033.255186528385,25,7,MarcaB,True,1.3570932400678086,N/A,WiFi
4228,Cámara Web,Accesorios,806.0360684658241,45,10,MarcaC,True,1.748824431686605,720p,USB
4229,Auriculares,Audio,446.9169773948292,23,11,MarcaA,True,1.5337526971428803,N/A,3.5mm
4230,Laptop,Computadoras,1112.2597560404342,43,10,MarcaA,True,4.092364345165591,Full HD,WiFi
4231,Tablet,Computadoras,923.4040285534686,26,3,MarcaB,False,0.8875785148568411,HD,WiFi
4232,Monitor,Monitores,666.2080565396689,24,14,MarcaC,False,4.081384388487776,4K,HDMI
4233,Teclado,Accesorios,1384.74094710222,41,7,MarcaA,False,2.2506903491653474,N/A,USB
4234,Mouse,Accesorios,227.21435317475326,35,13,MarcaB,False,0.8577822290782797,N/A,USB
4235,Disco Duro,Almacenamiento,610.5050966243448,14,4,MarcaC,False,2.4099181768690805,1TB,SATA
4236,Impresora,Impresoras,273.94581711094054,22,13,MarcaA,True,1.852260352402331,N/A,USB
4237,Router,Redes,1196.4855110881153,47,8,MarcaB,False,3.163784822521923,N/A,WiFi
4238,Cámara Web,Accesorios,1112.7396903479303,43,8,MarcaC,True,2.6263698489221583,720p,USB
4239,Auriculares,Audio,630.7578843572121,24,6,MarcaA,True,1.8354982598975755,N/A,3.5mm
4240,Laptop,Computadoras,1078.361772869195,22,13,MarcaA,False,4.38019674982482,Full HD,WiFi
4241,Tablet,Computadoras,714.7183940547347,15,12,MarcaB,True,2.33069641180506,HD,WiFi
4242,Monitor,Monitores,1183.1299288491646,26,3,MarcaC,True,2.6181049631080042,4K,HDMI
4243,Teclado,Accesorios,790.4387615577178,48,6,MarcaA,False,4.309828361386059,N/A,USB
4244,Mouse,Accesorios,735.9636461811652,22,6,MarcaB,True,0.9007547375480958,N/A,USB
4245,Disco Duro,Almacenamiento,1415.1488901347914,38,3,MarcaC,False,2.2545191379998513,1TB,SATA
4246,Impresora,Impresoras,526.1428298579103,27,11,MarcaA,False,2.312855089377754,N/A,USB
4247,Router,Redes,356.5815419955351,5,4,MarcaB,True,2.7312154482050754,N/A,WiFi
4248,Cámara Web,Accesorios,959.9060472372956,14,2,MarcaC,True,0.9775426656173238,720p,USB
4249,Auriculares,Audio,1460.1183559694325,5,1,MarcaA,False,0.9619705456229812,N/A,3.5mm
4250,Laptop,Computadoras,691.1909778453427,42,2,MarcaA,True,2.3738718009466213,Full HD,WiFi
4251,Tablet,Computadoras,280.647792717416,43,7,MarcaB,False,0.6486305375602752,HD,WiFi
4252,Monitor,Monitores,641.0968475024376,13,10,MarcaC,False,1.6474296157683581,4K,HDMI
4253,Teclado,Accesorios,857.7111506154259,35,5,MarcaA,False,1.4052953919720363,N/A,USB
4254,Mouse,Accesorios,410.4999086218778,11,9,MarcaB,False,2.7022381759560865,N/A,USB
4255,Disco Duro,Almacenamiento,1055.5328834734396,21,3,MarcaC,False,0.5502180074819477,1TB,SATA
4256,Impresora,Impresoras,1497.0742057132609,39,2,MarcaA,False,3.540800526187867,N/A,USB
4257,Router,Redes,787.2613187758769,41,4,MarcaB,True,4.350142882088312,N/A,WiFi
4258,Cámara Web,Accesorios,661.1471237492765,22,2,MarcaC,False,3.6803368320768692,720p,USB
4259,Auriculares,Audio,720.9154168848066,37,11,MarcaA,True,4.181351762129,N/A,3.5mm
4260,Laptop,Computadoras,349.69003191376146,8,7,MarcaA,True,3.3949238170918394,Full HD,WiFi
4261,Tablet,Computadoras,1348.2556818540909,27,10,MarcaB,True,2.7831516547511375,HD,WiFi
4262,Monitor,Monitores,739.2733521777576,15,6,MarcaC,False,1.4855971878935033,4K,HDMI
4263,Teclado,Accesorios,703.4567348522937,13,8,MarcaA,False,1.7583185645728885,N/A,USB
4264,Mouse,Accesorios,1057.5973548096167,34,13,MarcaB,True,1.9296860167378296,N/A,USB
4265,Disco Duro,Almacenamiento,774.6434472104605,12,5,MarcaC,False,0.671079512599177,1TB,SATA
4266,Impresora,Impresoras,1042.7035094501998,44,2,MarcaA,True,4.608899471353551,N/A,USB
4267,Router,Redes,279.8801771700238,9,13,MarcaB,False,4.551362161850183,N/A,WiFi
4268,Cámara Web,Accesorios,1257.8403468388956,16,4,MarcaC,False,0.9850003228847983,720p,USB
4269,Auriculares,Audio,1422.6551387432235,5,1,MarcaA,False,3.005121044975239,N/A,3.5mm
4270,Laptop,Computadoras,1043.3950020072016,19,2,MarcaA,True,2.6043858239172613,Full HD,WiFi
4271,Tablet,Computadoras,1440.935707516454,29,4,MarcaB,True,3.575362986688979,HD,WiFi
4272,Monitor,Monitores,396.8620086809523,22,6,MarcaC,True,3.2135794724225053,4K,HDMI
4273,Teclado,Accesorios,820.6410463244598,42,4,MarcaA,False,1.0594481053069886,N/A,USB
4274,Mouse,Accesorios,982.3487541290814,46,4,MarcaB,False,3.4703494023280803,N/A,USB
4275,Disco Duro,Almacenamiento,956.2576416475428,30,14,MarcaC,True,3.2399253678021696,1TB,SATA
4276,Impresora,Impresoras,721.9003128157563,44,11,MarcaA,True,2.8905063708821253,N/A,USB
4277,Router,Redes,639.5097321761398,7,10,MarcaB,True,2.3108281995795203,N/A,WiFi
4278,Cámara Web,Accesorios,364.87122931554444,26,10,MarcaC,False,4.797144473239239,720p,USB
4279,Auriculares,Audio,709.2651857309617,30,2,MarcaA,True,4.322478025900022,N/A,3.5mm
4280,Laptop,Computadoras,411.4590596371307,23,9,MarcaA,False,3.132882387139641,Full HD,WiFi
4281,Tablet,Computadoras,1154.675379439884,48,12,MarcaB,False,0.528700213704274,HD,WiFi
4282,Monitor,Monitores,471.480216142967,48,10,MarcaC,True,2.444554589763979,4K,HDMI
4283,Teclado,Accesorios,276.134896869894,43,8,MarcaA,False,3.6515287784754453,N/A,USB
4284,Mouse,Accesorios,918.0759791624046,40,8,MarcaB,False,1.0278240564627152,N/A,USB
4285,Disco Duro,Almacenamiento,973.7986525352221,25,5,MarcaC,False,2.32947327457284,1TB,SATA
4286,Impresora,Impresoras,1333.4869796646572,45,3,MarcaA,False,1.3627635077868716,N/A,USB
4287,Router,Redes,950.0760961429864,30,6,MarcaB,True,2.0216434421696796,N/A,WiFi
4288,Cámara Web,Accesorios,649.1251098404795,17,14,MarcaC,False,0.6200114180892039,720p,USB
4289,Auriculares,Audio,1243.9154459842166,40,9,MarcaA,True,1.070295720192047,N/A,3.5mm
4290,Laptop,Computadoras,902.3625611436473,28,8,MarcaA,False,2.546405825626672,Full HD,WiFi
4291,Tablet,Computadoras,303.0643700205493,45,7,MarcaB,True,4.5418546446610115,HD,WiFi
4292,Monitor,Monitores,935.6057284072207,30,14,MarcaC,False,2.7076172972038726,4K,HDMI
4293,Teclado,Accesorios,1380.4241090481612,25,11,MarcaA,True,2.5388486091854787,N/A,USB
4294,Mouse,Accesorios,715.2064131476867,22,8,MarcaB,False,4.044062268371701,N/A,USB
4295,Disco Duro,Almacenamiento,585.2235424697401,19,4,MarcaC,True,1.7052353462118008,1TB,SATA
4296,Impresora,Impresoras,386.5102941234261,19,6,MarcaA,True,0.9278093715118524,N/A,USB
4297,Router,Redes,396.87917851596455,10,14,MarcaB,True,1.443076791515056,N/A,WiFi
4298,Cámara Web,Accesorios,762.6029296443645,47,5,MarcaC,False,4.060853766271771,720p,USB
4299,Auriculares,Audio,974.3837714099884,35,12,MarcaA,False,3.546715662921282,N/A,3.5mm
4300,Laptop,Computadoras,304.80002672048226,32,2,MarcaA,True,0.9118993201431613,Full HD,WiFi
4301,Tablet,Computadoras,1421.4391657327155,12,8,MarcaB,False,3.5019192212755237,HD,WiFi
4302,Monitor,Monitores,1181.6737026787546,33,3,MarcaC,True,4.691981681979688,4K,HDMI
4303,Teclado,Accesorios,962.6110937687615,25,14,MarcaA,True,0.7022973020061025,N/A,USB
4304,Mouse,Accesorios,1276.970272220688,21,5,MarcaB,False,3.2738814316302602,N/A,USB
4305,Disco Duro,Almacenamiento,304.2427838557473,28,8,MarcaC,False,2.206240564023104,1TB,SATA
4306,Impresora,Impresoras,819.8905410530617,40,11,MarcaA,False,2.7546415655607746,N/A,USB
4307,Router,Redes,1019.1210649201624,35,9,MarcaB,False,2.8768046719040945,N/A,WiFi
4308,Cámara Web,Accesorios,1277.248777953776,38,13,MarcaC,False,3.969707438603092,720p,USB
4309,Auriculares,Audio,1218.510428064048,6,9,MarcaA,False,3.006556338978225,N/A,3.5mm
4310,Laptop,Computadoras,560.1900246274195,46,14,MarcaA,True,3.168885326562994,Full HD,WiFi
4311,Tablet,Computadoras,1423.1442204269656,7,5,MarcaB,True,1.9981032969731427,HD,WiFi
4312,Monitor,Monitores,361.64959386013146,34,2,MarcaC,True,1.0667538400292393,4K,HDMI
4313,Teclado,Accesorios,1337.6737042074978,12,7,MarcaA,False,3.572295500398245,N/A,USB
4314,Mouse,Accesorios,1462.222324486004,11,11,MarcaB,True,0.5021696321530323,N/A,USB
4315,Disco Duro,Almacenamiento,430.29958018941323,16,11,MarcaC,False,1.9792272627066616,1TB,SATA
4316,Impresora,Impresoras,1138.6858834649208,23,7,MarcaA,False,1.4811977949109698,N/A,USB
4317,Router,Redes,252.371174411398,30,12,MarcaB,False,2.2484004834025737,N/A,WiFi
4318,Cámara Web,Accesorios,727.0496726809015,32,13,MarcaC,True,1.9007061217872152,720p,USB
4319,Auriculares,Audio,871.1682889569762,19,8,MarcaA,True,3.668976858885166,N/A,3.5mm
4320,Laptop,Computadoras,954.8387936825243,18,8,MarcaA,False,1.670927227638964,Full HD,WiFi
4321,Tablet,Computadoras,1416.7184227231273,18,5,MarcaB,True,3.023376555143581,HD,WiFi
4322,Monitor,Monitores,1073.925893482453,7,1,MarcaC,False,2.5509669352607136,4K,HDMI
4323,Teclado,Accesorios,825.6613365850081,33,13,MarcaA,False,4.104758774009852,N/A,USB
4324,Mouse,Accesorios,1252.5775471456561,10,11,MarcaB,True,2.426416195379746,N/A,USB
4325,Disco Duro,Almacenamiento,1435.6926672407317,27,13,MarcaC,False,4.387442350692034,1TB,SATA
4326,Impresora,Impresoras,228.6859932869781,32,4,MarcaA,False,0.5006559542326388,N/A,USB
4327,Router,Redes,1477.2776539328504,18,4,MarcaB,False,3.221763598425424,N/A,WiFi
4328,Cámara Web,Accesorios,311.97178078278444,18,11,MarcaC,False,0.5441314709037377,720p,USB
4329,Auriculares,Audio,1258.7028130493898,24,3,MarcaA,True,3.7127044550456354,N/A,3.5mm
4330,Laptop,Computadoras,564.4351783168363,17,8,MarcaA,True,1.5571508082269374,Full HD,WiFi
4331,Tablet,Computadoras,371.8335550800333,31,3,MarcaB,False,2.209915632979082,HD,WiFi
4332,Monitor,Monitores,771.8123316279854,39,13,MarcaC,False,2.211968814230767,4K,HDMI
4333,Teclado,Accesorios,1037.1435532818975,49,5,MarcaA,False,4.308900882619512,N/A,USB
4334,Mouse,Accesorios,695.2373985305176,6,2,MarcaB,True,0.9594174240182942,N/A,USB
4335,Disco Duro,Almacenamiento,270.93503076750864,45,6,MarcaC,True,3.5010362900761813,1TB,SATA
4336,Impresora,Impresoras,979.2994815563316,49,6,MarcaA,True,4.915655731373917,N/A,USB
4337,Router,Redes,1373.124258943877,44,8,MarcaB,True,0.6007299311192463,N/A,WiFi
4338,Cámara Web,Accesorios,698.1799757314272,28,8,MarcaC,True,4.846523894428173,720p,USB
4339,Auriculares,Audio,481.23261092007516,33,1,MarcaA,False,0.5828212802459283,N/A,3.5mm
4340,Laptop,Computadoras,775.35054971266,7,5,MarcaA,True,4.285172563065782,Full HD,WiFi
4341,Tablet,Computadoras,262.8715243634151,49,2,MarcaB,True,4.825599888465992,HD,WiFi
4342,Monitor,Monitores,1266.6338598243572,8,10,MarcaC,False,4.968623220223625,4K,HDMI
4343,Teclado,Accesorios,1274.2430542352429,6,12,MarcaA,True,2.5660460343674845,N/A,USB
4344,Mouse,Accesorios,964.4006024585169,24,5,MarcaB,False,4.401308778125948,N/A,USB
4345,Disco Duro,Almacenamiento,659.0337556199063,19,10,MarcaC,False,1.0505279436332227,1TB,SATA
4346,Impresora,Impresoras,1239.7183737795183,36,12,MarcaA,True,2.414229523764176,N/A,USB
4347,Router,Redes,921.0931322248773,46,9,MarcaB,True,1.8858873928236193,N/A,WiFi
4348,Cámara Web,Accesorios,1273.7120011150212,5,4,MarcaC,True,2.2782967277318535,720p,USB
4349,Auriculares,Audio,1020.8964303579268,42,8,MarcaA,True,3.658913835189765,N/A,3.5mm
4350,Laptop,Computadoras,1219.7271151766365,39,1,MarcaA,False,0.8936609001923986,Full HD,WiFi
4351,Tablet,Computadoras,978.131891183088,11,8,MarcaB,False,4.991737821478834,HD,WiFi
4352,Monitor,Monitores,738.3833886803661,49,6,MarcaC,True,3.3578022156661387,4K,HDMI
4353,Teclado,Accesorios,1445.329617903979,17,8,MarcaA,False,4.430829139575179,N/A,USB
4354,Mouse,Accesorios,903.4479723424981,5,6,MarcaB,False,4.233630043574506,N/A,USB
4355,Disco Duro,Almacenamiento,986.6163741026999,18,11,MarcaC,False,3.9469889481746288,1TB,SATA
4356,Impresora,Impresoras,486.63393123917405,33,3,MarcaA,True,0.6765058900583723,N/A,USB
4357,Router,Redes,1013.3460262554594,7,12,MarcaB,False,2.8241018446259303,N/A,WiFi
4358,Cámara Web,Accesorios,943.089944327827,28,11,MarcaC,False,1.9766676929652804,720p,USB
4359,Auriculares,Audio,440.2899173311324,5,8,MarcaA,False,1.008226021198281,N/A,3.5mm
4360,Laptop,Computadoras,277.4632265590868,14,5,MarcaA,True,2.043455928889564,Full HD,WiFi
4361,Tablet,Computadoras,985.6671156292024,17,12,MarcaB,False,3.4016136678868207,HD,WiFi
4362,Monitor,Monitores,1192.7999501554168,40,10,MarcaC,False,1.5378189287996489,4K,HDMI
4363,Teclado,Accesorios,880.4217821986107,13,5,MarcaA,False,2.500679431501458,N/A,USB
4364,Mouse,Accesorios,494.8044129155394,18,12,MarcaB,False,2.3202240963289262,N/A,USB
4365,Disco Duro,Almacenamiento,1066.4785697009454,40,7,MarcaC,False,0.7360833326288503,1TB,SATA
4366,Impresora,Impresoras,304.1374445924829,14,6,MarcaA,False,3.3263713822226033,N/A,USB
4367,Router,Redes,774.383816242541,44,9,MarcaB,False,3.2848110603164025,N/A,WiFi
4368,Cámara Web,Accesorios,412.3767859179462,27,7,MarcaC,True,4.848865273611522,720p,USB
4369,Auriculares,Audio,439.79676637784837,39,3,MarcaA,True,1.8410234748416467,N/A,3.5mm
4370,Laptop,Computadoras,462.98213390566474,11,11,MarcaA,True,2.3852796288890943,Full HD,WiFi
4371,Tablet,Computadoras,702.7191741571712,46,11,MarcaB,True,2.316369300572359,HD,WiFi
4372,Monitor,Monitores,266.4952673065169,39,12,MarcaC,True,4.638847554436004,4K,HDMI
4373,Teclado,Accesorios,717.1314732078276,6,5,MarcaA,True,2.3389219192517214,N/A,USB
4374,Mouse,Accesorios,865.2196812491111,19,9,MarcaB,False,2.492438648926814,N/A,USB
4375,Disco Duro,Almacenamiento,828.2825704562227,13,11,MarcaC,True,1.6355504038628603,1TB,SATA
4376,Impresora,Impresoras,697.6193305239527,21,13,MarcaA,True,0.5052566589082148,N/A,USB
4377,Router,Redes,1290.8905904919782,43,10,MarcaB,True,0.9970280211891536,N/A,WiFi
4378,Cámara Web,Accesorios,388.92470014665537,22,14,MarcaC,True,3.66750118142289,720p,USB
4379,Auriculares,Audio,857.4057669157862,19,2,MarcaA,False,3.5712301701903924,N/A,3.5mm
4380,Laptop,Computadoras,280.65384204352057,22,1,MarcaA,False,1.9513875778019198,Full HD,WiFi
4381,Tablet,Computadoras,292.50238254128266,28,11,MarcaB,False,2.6285280248613905,HD,WiFi
4382,Monitor,Monitores,946.0256045802251,27,8,MarcaC,False,1.838202770211423,4K,HDMI
4383,Teclado,Accesorios,935.8239523541672,16,8,MarcaA,True,3.7891237485105274,N/A,USB
4384,Mouse,Accesorios,1341.443566697794,27,2,MarcaB,False,4.291247075478823,N/A,USB
4385,Disco Duro,Almacenamiento,925.2357783580951,25,14,MarcaC,True,4.545973816949639,1TB,SATA
4386,Impresora,Impresoras,1447.7283265263052,30,13,MarcaA,False,1.2824209463950438,N/A,USB
4387,Router,Redes,263.3033029199087,12,8,MarcaB,True,3.6275753382554896,N/A,WiFi
4388,Cámara Web,Accesorios,327.4099902149634,34,5,MarcaC,True,4.833521047087652,720p,USB
4389,Auriculares,Audio,257.2856200414958,38,2,MarcaA,False,3.4277526685908386,N/A,3.5mm
4390,Laptop,Computadoras,440.859905433602,6,7,MarcaA,False,2.079383646204991,Full HD,WiFi
4391,Tablet,Computadoras,903.6511442241815,9,7,MarcaB,False,3.3617586461031412,HD,WiFi
4392,Monitor,Monitores,1039.2438358556565,35,3,MarcaC,False,3.597917235444203,4K,HDMI
4393,Teclado,Accesorios,259.2607053332694,37,14,MarcaA,False,2.286712849371775,N/A,USB
4394,Mouse,Accesorios,1429.7621567992792,8,1,MarcaB,False,0.9679592774653745,N/A,USB
4395,Disco Duro,Almacenamiento,1294.8149896454954,10,11,MarcaC,False,3.2299694038410047,1TB,SATA
4396,Impresora,Impresoras,585.596226804221,27,4,MarcaA,True,4.10963360232527,N/A,USB
4397,Router,Redes,300.34378929440834,49,2,MarcaB,False,4.989094176902265,N/A,WiFi
4398,Cámara Web,Accesorios,420.85319518477445,23,4,MarcaC,True,1.5037623813332393,720p,USB
4399,Auriculares,Audio,365.0277378814645,47,8,MarcaA,True,3.651750383817807,N/A,3.5mm
4400,Laptop,Computadoras,360.26891308863094,49,2,MarcaA,False,0.6261944007473315,Full HD,WiFi
4401,Tablet,Computadoras,874.1301952654541,12,1,MarcaB,True,4.86421375886515,HD,WiFi
4402,Monitor,Monitores,519.6016752414204,43,11,MarcaC,False,0.5565400768597123,4K,HDMI
4403,Teclado,Accesorios,665.5816314878878,17,14,MarcaA,True,2.1145773273742017,N/A,USB
4404,Mouse,Accesorios,1486.3569333996193,5,3,MarcaB,False,0.843812478393045,N/A,USB
4405,Disco Duro,Almacenamiento,1089.608523602948,10,10,MarcaC,False,3.29435582723631,1TB,SATA
4406,Impresora,Impresoras,1433.6748671611017,11,7,MarcaA,False,2.027749080236106,N/A,USB
4407,Router,Redes,385.3235215430503,31,13,MarcaB,False,3.798247690987072,N/A,WiFi
